canonical_id,primary_identity,mathematical_maturity,external_evidence_maturity,final_disposition,reviewer_state,source_anchor_count,parent_count,child_count
D357,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,1
D358,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D359,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D36,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,2,0
D360,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,122,4,89
D361,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,94,3,63
D362,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D363,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,1
D364,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,42,4,0
D365,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D366,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D367,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D368,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D369,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D37,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,22,3,0
D370,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,1
D371,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D372,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D373,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D374,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D375,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D376,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D377,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D378,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D379,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,1
D38,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,22,4,0
D380,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D381,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D382,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D383,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D384,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D385,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D386,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D387,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D388,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D389,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D39,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,13
D390,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D391,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D392,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D393,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,6,0
D394,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,1
D395,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D396,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D397,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D398,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D399,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D4,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D40,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,2,0
D400,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,4,0
D401,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D402,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D403,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D404,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D405,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D406,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D407,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D408,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,5,0
D409,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D41,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,2,0
D410,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D411,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D412,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D413,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D414,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D415,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D416,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D417,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D418,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D419,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,5,0
D42,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,2,0
D420,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D421,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D422,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
D423,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,41,4,0
D424,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D43,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,2,0
D430,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,74,0,64
D431,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,72,0,64
D44,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D45,GATE_OR_CLASSIFIER,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D450,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,73,0,64
D451,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,85,0,77
D46,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D463,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,2,1
D464,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,3
D465,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,3,1
D466,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,3,0
D467,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,3,3
D468,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,3,1
D469,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,3,1
D47,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,3,0
D470,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,23,3,0
D471,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D472,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D473,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D474,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,3,0
D475,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,2,0
D476,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,77,2,35
D477,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,68,2,35
D478,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,66,2,35
D479,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,60,2,35
D48,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D480,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,77,2,35
D481,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,60,9,0
D482,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,9,0
D483,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D484,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D485,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D486,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D487,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D488,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D489,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,21,9,0
D49,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,2,1
D490,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D491,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D492,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D493,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D494,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D495,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D496,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,9,0
D497,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D498,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,21,9,0
D499,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,9,0
D5,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,2,0
D50,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,2,0
D500,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,9,0
D501,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,9,0
D502,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D503,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D504,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D505,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,9,0
D506,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,9,0
D507,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D508,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D509,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D51,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D510,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,23,9,0
D511,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,62,9,0
D512,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,9,0
D513,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D514,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,9,0
D515,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,9,0
D516,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,4,0
D517,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,38,5,0
D518,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,5,0
D519,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,5,0
D52,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D520,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,23,5,0
D522,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D523,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,3,0
D524,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D525,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D526,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,3,0
D527,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D528,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,3,0
D529,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,3,0
D53,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,2,1
D530,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D531,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,4,0
D532,GATE_OR_CLASSIFIER,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D533,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,3,0
D534,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,4,0
D535,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,3,0
D536,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,21,4,0
D537,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,21,4,0
D538,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,4,0
