canonical_id,primary_identity,mathematical_maturity,external_evidence_maturity,final_disposition,reviewer_state,source_anchor_count,parent_count,child_count
IMPLICIT-34083E2B2CF731BC,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3415A865BBDF26DD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3422982839B9DC0D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3424038EF0D52A08,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-342B1819B0C12810,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-347B4A1598C39FCD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3483F1ADE7CC222D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-34878497301B164B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-349AD6536BCCA03F,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-349F978673D6F3B7,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-34AC19F2D9681044,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-34C556C9FFC62BCE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-34CA4DC88674F021,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-34DAE058B2385F56,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-34E7611E5AF6072D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-34EF0F065E90BF23,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-34F703C253CCD2BC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3516A01BFB0D4B2C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3521196ED2F6162F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-352C732099F85A6F,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3540843CDEB266FF,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3554C6C88F6F1267,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3555A7240EC32A43,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-357C8B95E045E6A5,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-35814244B96C95B2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3593213303A3F8A2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35A3B1D227303853,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35B569B0A0CB7C67,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35CC86A167B186C8,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35DA68E89A2D583C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35DB6FF4EE9F7F49,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35ECF2B8D11468EA,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-35F3A5BDB676FCB2,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-35F72FE75A1E6A2F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36048382F2F512DE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3619C55CE0C85EE8,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36239A047426AC96,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-36335C1861170095,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-364787373B2C0089,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3648CB220ECEDAE9,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3649F9C823281B03,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3659EF71A4F283D6,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3665195B8EFE44D4,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-366B26FCC05D1B06,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-367A295696B1F308,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-367DFCE8C8B8CC00,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-367E5F014FF57B5F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3681584A229D3CAF,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-368568104E279F91,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36894D71B1B2F8AE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36BE23232D3FC13B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36C1648F357B5F8B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36CD57D822FF727D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36D381088F44FEA6,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36D6E0A4ED8F12E9,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36E59DC28729BAE7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36F43D15A5DB25A5,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-36F4972FD03176A5,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-371D7BCC961A719E,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-372428EFFBDCCDFB,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3726757CFD9CC001,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3735AA0FA25CDF6C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-373622230946AC2C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-37504BC1EE962868,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3757EADEC107352E,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3765A6C15B3A9324,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-377016140A3AC810,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-37741337DA9B73D0,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-37942AD6E99F8416,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-37B3690A0A2DD03E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-37BCACA9BBC7B12F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-37C0C1D87536897E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-37E01AE0C7B9DDD0,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-37E214F0806ACBDE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-37EFF6D269D6CDDA,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-380C2EE84E765E47,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38145D6AC93428FF,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3815AF344E71FE01,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38237E3551E12EA0,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3829078A3C8DBED2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3844EBF297E1254A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3845A504630CC3CC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-384F7ED7E0C18FA8,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-386DEF7EAD98A0BE,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3871AFE5AFF21762,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-387DBDFF72B1086E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3882C6B41510B56D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38830B43051BF616,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38831FA21258C329,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38958B5B5FA5A10D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38C09CC0B8788B7F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-38FC5BA5150544D7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-39054AB46DB8796B,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-390BE2487CAD0235,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-390E3F6EE27BBDB5,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-390E611466136C77,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3910D97606619CB4,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3924649C87DE3F2A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3924DDAB8FAE6018,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-39259246A5B80510,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-392BEF7DD5053DCF,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-392D5CBB5417CEEB,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3931DF27E1A23B99,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-395D8D0A581C5937,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-39890F9668D45708,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3991642AF9B60D20,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-39BC40E04E0979F1,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-39C0087943B8B283,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-39CD95A726834785,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A01B7C6E7BC3264,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A3DFFF7AC81720A,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3A44AF5A2A72CAA4,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A579EE12E3EADE8,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3A5A88908809A4EB,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A5D803E7B57CADA,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3A5D9393F151C030,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A857E735EDCF3FE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3A98696CE16356D6,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3AA3F14C15805FDA,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3AA50DE365DAA8B2,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3AA588E09404B8AC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3AC85C8A1193B638,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3AFE97C4000EB396,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B05C0F9D492929F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B228141549F3B95,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3B301ADFCED49345,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3B33846E8A1E2F17,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B42C51A87ACE2E4,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3B45D64DB0C604F9,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B5CA9108F183AED,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3B5F437131F741C4,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B74E478A4A3DBFB,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3B7C152DEF4360B9,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3B9EB1F3157B12AC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3BA81022C32B7692,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3BAAF438ACCB0F60,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3BB446ED5B8424AA,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-3BD6C326CE95040B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-3BE6596D4A101525,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
