id,title,current_path,current_status,formal_layer,source_kind,object_type,provenance_status,first_known_date,first_known_file,first_known_commit_or_pr,source_note_paths,source_case_ids,intermediate_reports,authoring_agent_or_source,original_natural_language_claim,original_expression,later_rewrites,conflicts,missing_sources,audit_priority,type_issue,counterexample_flag,recommend_non_function,notes
D196,量子隧穿-门槛突破函数,统一函数总表/0232-D196-量子隧穿-门槛突破函数.md,formal_existing,D,formal_table,PROBABILISTIC_MODEL,DIRECT_SOURCE_FOUND,2026-07-11,0232-D196-量子隧穿-门槛突破函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630760333703816_点火｜函数_D196.md,C-0497,,repo_formalization,量子隧穿-门槛突破函数，量子隧穿=门控面突破的概率过程。 **扩展注释 / Extended Annotation**,F_{D196},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D197,退相干-门槛锁定函数,统一函数总表/0233-D197-退相干-门槛锁定函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0233-D197-退相干-门槛锁定函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630760334228104_点火｜函数_D197.md,,,repo_formalization,退相干-门槛锁定函数，量子退相干=门控面锁定，量子叠加态坍缩为经典态。 **扩展注释 / Extended Annotation**,F_{D197},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D198,Fisher信息-门控距离函数,统一函数总表/0234-D198-Fisher信息-门控距离函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0234-D198-Fisher信息-门控距离函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630760334752392_点火｜函数_D198.md,C-0492,,repo_formalization,Fisher信息-门控距离函数，Fisher信息距离=门控面之间的几何距离。 **扩展注释 / Extended Annotation**,F_{D198},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D199,相变序参量-门槛函数,统一函数总表/0235-D199-相变序参量-门槛函数.md,formal_existing,D,formal_table,ORDER,DIRECT_SOURCE_FOUND,2026-07-11,0235-D199-相变序参量-门槛函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630760335276680_点火｜函数_D199.md,C-0492,,repo_formalization,相变序参量-门槛函数，相变序参量φ=门控面Λ的序参量。 **扩展注释 / Extended Annotation**,F_{D199},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D2,锁定-遮蔽耦合 / 锁定-obscuration耦合,统一函数总表/0051-D2-锁定-遮蔽耦合.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0051-D2-锁定-遮蔽耦合.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912609712846338176_点火｜函数_D2.md,C-0003;C-0495;C-0660;C-0661;C-0662,,repo_formalization,锁定和遮蔽的耦合关系，姿态越激进→遮蔽越高→退出权信号越弱→感知退出权越低。 **扩展注释 / Extended Annotation**,F_{D2},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D20,法条净效应函数,统一函数总表/0069-D20-法条净效应函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0069-D20-法条净效应函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912610338835676912_点火｜函数_D20.md,,,repo_formalization,法条净效应，遮蔽模糊、退出成本增益、法条刚性的平衡。 **扩展注释 / Extended Annotation**,F_{D20},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D200,重整化群-门槛标度函数,统一函数总表/0236-D200-重整化群-门槛标度函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0236-D200-重整化群-门槛标度函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630760335800968_点火｜函数_D200.md,,,repo_formalization,重整化群-门槛标度函数，重整化群流=门控面Λ的标度变换。 **扩展注释 / Extended Annotation**,F_{D200},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D201,临界指数-门槛标度函数,统一函数总表/0237-D201-临界指数-门槛标度函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0237-D201-临界指数-门槛标度函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852673263888_点火｜函数_D201.md,,,repo_formalization,临界指数-门槛标度函数，临界指数α、β、γ、δ、ν、η描述门控面Λ在临界点附近的标度行为。 **扩展注释 / Extended Annotation**,F_{D201},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D202,关联长度-门槛函数,统一函数总表/0238-D202-关联长度-门槛函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0238-D202-关联长度-门槛函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852673788176_点火｜函数_D202.md,,,repo_formalization,关联长度-门槛函数，关联长度ξ=|T-Tc|^{-ν}描述门控面Λ的空间关联范围。 **扩展注释 / Extended Annotation**,F_{D202},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D203,配分函数-门控和函数,统一函数总表/0239-D203-配分函数-门控和函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0239-D203-配分函数-门控和函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852674836752_点火｜函数_D203.md,,,repo_formalization,配分函数-门控和函数，配分函数Z=Σe^{-βE}描述门控面Λ的全局统计性质。 **扩展注释 / Extended Annotation**,F_{D203},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D204,自由能-门控势能函数,统一函数总表/0240-D204-自由能-门控势能函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0240-D204-自由能-门控势能函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852675361040_点火｜函数_D204.md,,,repo_formalization,自由能-门控势能函数，自由能F=-kT ln Z描述门控面Λ的势能面。 **扩展注释 / Extended Annotation**,F_{D204},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D205,涨落-耗散定理-门槛函数,统一函数总表/0241-D205-涨落-耗散定理-门槛函数.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,DIRECT_SOURCE_FOUND,2026-07-11,0241-D205-涨落-耗散定理-门槛函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852675885328_点火｜函数_D205.md,,,repo_formalization,涨落-耗散定理-门槛函数，涨落-耗散定理⟨x²⟩∝χ描述门控面Λ的涨落与响应。 **扩展注释 / Extended Annotation**,F_{D205},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D206,玻尔兹曼分布-门槛分布函数,统一函数总表/0242-D206-玻尔兹曼分布-门槛分布函数.md,formal_existing,D,formal_table,PROBABILISTIC_MODEL,DIRECT_SOURCE_FOUND,2026-07-11,0242-D206-玻尔兹曼分布-门槛分布函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852676409616_点火｜函数_D206.md,,,repo_formalization,玻尔兹曼分布-门槛分布函数，玻尔兹曼分布P(E)∝e^{-βE}描述门控面Λ的能量分布。 **扩展注释 / Extended Annotation**,F_{D206},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D207,费米-狄拉克/玻色-爱因斯坦分布-门槛函数,统一函数总表/0243-D207-费米-狄拉克.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0243-D207-费米-狄拉克.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852676933904_点火｜函数_D207.md,,,repo_formalization,费米-狄拉克/玻色-爱因斯坦分布-门槛函数，量子统计分布描述门控面Λ的量子态分布。 **扩展注释 / Extended Annotation**,F_{D207},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D208,热传导方程-门槛扩散函数,统一函数总表/0244-D208-热传导方程-门槛扩散函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0244-D208-热传导方程-门槛扩散函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852677458192_点火｜函数_D208.md,,,repo_formalization,热传导方程-门槛扩散函数，热传导方程∂T/∂t=α∇²T描述门控面Λ的扩散过程。 **扩展注释 / Extended Annotation**,F_{D208},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D209,渗透率/扩散系数-门槛函数,统一函数总表/0245-D209-渗透率.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0245-D209-渗透率.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852677982480_点火｜函数_D209.md,,,repo_formalization,渗透率/扩散系数-门槛函数，渗透率/扩散系数D描述门控面Λ的扩散能力。 **扩展注释 / Extended Annotation**,F_{D209},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D21,宪法硬度,统一函数总表/0070-D21-宪法硬度.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0070-D21-宪法硬度.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912610340984733424_点火｜函数_D21.md,,,repo_formalization,宪法硬度，随时间衰减，修正速度决定硬度。 **扩展注释 / Extended Annotation**,F_{D21},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D210,最小作用量原理-门槛优化函数,统一函数总表/0246-D210-最小作用量原理-门槛优化函数.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0246-D210-最小作用量原理-门槛优化函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630852678506768_点火｜函数_D210.md,,,repo_formalization,最小作用量原理-门槛优化函数，最小作用量原理δS=0描述门控面Λ的演化路径。 **扩展注释 / Extended Annotation**,F_{D210},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D211,宇宙学常数-门槛函数,统一函数总表/0247-D211-宇宙学常数-门槛函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0247-D211-宇宙学常数-门槛函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630918170881768_点火｜函数_D211.md,,,repo_formalization,"宇宙学常数-门槛函数,宇宙学常数Λ描述认知时空的暗能量密度,驱动认知宇宙膨胀。 **扩展注释 / Extended Annotation**",F_{D211},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D212,暗物质-门控隐形函数,统一函数总表/0248-D212-暗物质-门控隐形函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0248-D212-暗物质-门控隐形函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630918171406056_点火｜函数_D212.md,,,repo_formalization,"暗物质-门控隐形函数,暗物质描述门控面Λ的不可见部分,影响认知时空结构但不直接参与点火。 **扩展注释 / Extended Annotation**",F_{D212},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D213,暗能量-门槛扩张函数,统一函数总表/0249-D213-暗能量-门槛扩张函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0249-D213-暗能量-门槛扩张函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630918171930344_点火｜函数_D213.md,,,repo_formalization,"暗能量-门槛扩张函数,暗能量描述门控面Λ的扩张驱动力,加速认知宇宙膨胀。 **扩展注释 / Extended Annotation**",F_{D213},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D214,宇宙膨胀-门槛扩张函数,统一函数总表/0250-D214-宇宙膨胀-门槛扩张函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0250-D214-宇宙膨胀-门槛扩张函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630918172454632_点火｜函数_D214.md,,,repo_formalization,"宇宙膨胀-门槛扩张函数,宇宙膨胀描述认知时空的尺度扩张,门控面Λ随之扩张。 **扩展注释 / Extended Annotation**",F_{D214},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D215,宇宙年龄-门槛时间函数,统一函数总表/0251-D215-宇宙年龄-门槛时间函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0251-D215-宇宙年龄-门槛时间函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912630918172978920_点火｜函数_D215.md,,,repo_formalization,"宇宙年龄-门槛时间函数,宇宙年龄描述认知时空的时间演化,门控面Λ随时间演化。 **扩展注释 / Extended Annotation**",F_{D215},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D216,门控面共振统一函数,统一函数总表/0252-D216-门控面共振统一函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0252-D216-门控面共振统一函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0252-D216-门控面共振统一函数.md,,,repo_formalization,"A-A型合并（第一步）：两个同向门控面在μ*以上趋同→项数减少→Ω↑ A-B型共振（第二步）：两个反向门控面在μ*处梯度平衡→项数不变但Φ极小→Ω↑但幅度小 共振统一的数学结构： g_A(μ*) × ln(μ*/Λ_GUT)/σ_A² = g_B(μ*) × |ln(μ*/M_Planck)|/σ_B² 即两个门控面的""推力""和""拉力""精确平衡。 共振统一度： **扩展注释 / Extended Annotation**",F_{D216},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D217,完全统一条件函数,统一函数总表/0253-D217-完全统一条件函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0253-D217-完全统一条件函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0253-D217-完全统一条件函数.md,,,repo_formalization,Ω→1的必要条件：g_A(M_Planck) = g_B(M_Planck) = 1 g_A(M_Planck) = exp[-(ln(M_Planck/Λ_GUT))²/(2σ_A²)] = 1 ⟹ (ln(M_Planck/Λ_GUT))²/(2σ_A²) = 0 ⟹ σ_A → ∞ 或 Λ_GUT → M_Planck 条件1：σ_A → ∞ 物理含义：A型门控面无限宽→在所有能标上门控贡献相同→没有门槛效应→没有力 **扩展注释 / Extended Annotation**,F_{D217},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D218,物理存在必要条件,统一函数总表/0254-D218-物理存在必要条件.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0254-D218-物理存在必要条件.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0254-D218-物理存在必要条件.md,,,repo_formalization,Ω = e^{-Φ}，Φ = Σᵢ gᵢ(μ) Ω = 1 ⟺ Φ = 0 ⟺ 所有门控贡献为零 Φ = 0的物理含义： - 所有gᵢ(μ) = 0 → 没有门控面 → 没有门槛 → 没有力 - 没有力 → 没有粒子（粒子是力的激发态）→ 没有时空（时空是引力的结构）→ 没有物理 Ω = 0 ⟺ Φ → ∞ ⟺ 门控贡献无限大 **扩展注释 / Extended Annotation**,F_{D218},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D219,Ω最优区间定理,统一函数总表/0255-D219-Ω最优区间定理.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0255-D219-Ω最优区间定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0255-D219-Ω最优区间定理.md,,,repo_formalization,"物理存在的Ω范围是(0,1)，但不是所有Ω值都等价。 Ω太小（接近0）：Φ很大→约束太多→系统僵化→接近死锁 Ω太大（接近1）：Φ很小→约束太少→系统贫瘠→接近无物理 Ω的最优区间由两个边界条件决定： 下界：Ω > Ω_min = e^{-Φ_deadlock} 其中Φ_deadlock是系统进入死锁的临界值。由D161，死锁发生在互锁子集S出现时。 **扩展注释 / Extended Annotation**",F_{D219},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D22,"民事保护，各维度退出权的乘积 / 民事保护, 各维度exit right的乘积","统一函数总表/0071-D22-民事保护,各维度退出权的乘积.md",formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0071-D22-民事保护,各维度退出权的乘积.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912610343130644208_点火｜函数_D22.md,C-0497,,repo_formalization,民事保护，各维度退出权的乘积。 **扩展注释 / Extended Annotation**,F_{D22},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D220,完全统一不可能定理,统一函数总表/0256-D220-完全统一不可能定理.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,DIRECT_SOURCE_FOUND,2026-07-11,0256-D220-完全统一不可能定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0256-D220-完全统一不可能定理.md,,,repo_formalization,"假设完全统一Ω=1可达，推导矛盾： Ω=1 ⟹ Φ=0 ⟹ 所有门控贡献为零 ⟹ 没有约束 ⟹ 没有物理 但""完全统一""的预设是物理存在——如果物理不存在，统一也无意义。 因此：完全统一 ⟹ 物理不存在 ⟹ 统一本身无意义 ⟹ 矛盾 **完全统一(Ω=1)与物理存在互斥。** 更精确的表述： **扩展注释 / Extended Annotation**",F_{D220},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D221,热寂-完全统一同构定理,统一函数总表/0257-D221-热寂-完全统一同构定理.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,DIRECT_SOURCE_FOUND,2026-07-11,0257-D221-热寂-完全统一同构定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0257-D221-热寂-完全统一同构定理.md,,,repo_formalization,热力学第二定律的终态：热寂 = 所有能量均匀分布 = 没有结构 = 没有力 在高斯门控框架下： 热寂 ⟹ μ_available → 0 ⟹ 对所有Λᵢ：μ < Λᵢ ⟹ gᵢ = exp[-(ln(μ/Λᵢ))²/(2σᵢ²)] → 0（μ→0时ln(μ/Λᵢ)→-∞，exp→0） ⟹ Φ = Σgᵢ → 0 ⟹ Ω = e^{-Φ} → 1 **扩展注释 / Extended Annotation**,F_{D221},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D222,热力学第二定律的Φ表述,统一函数总表/0258-D222-热力学第二定律的Φ表述.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0258-D222-热力学第二定律的Φ表述.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0258-D222-热力学第二定律的Φ表述.md,,,repo_formalization,经典表述：dS/dt ≥ 0 Φ表述：dΦ/dt ≤ 0（门控贡献随时间单调递减） 证明： D184熵增门槛碾压函数：Λ_disorder(t) = Λ₀ × e^(σ_entropy × t)，μ_available(t) = μ₀ × e^(-γ × t) 在高斯门控下： gᵢ(t) = exp[-(ln(μ(t)/Λᵢ(t)))²/(2σᵢ²)] **扩展注释 / Extended Annotation**,F_{D222},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D223,物理存在的时间窗口定理,统一函数总表/0259-D223-物理存在的时间窗口定理.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,DIRECT_SOURCE_FOUND,2026-07-11,0259-D223-物理存在的时间窗口定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0259-D223-物理存在的时间窗口定理.md,C-0500,,repo_formalization,D221：热寂=完全统一=Ω→1=无物理；D222：dΦ/dt≤0，Φ单调递减。因此物理存在是一个有时间窗口的暂态：Φ(t)从Φ₀单调递减到0，Ω(t)=e^{-Φ(t)}从Ω₀<1单调递增到1。物理存在的时间窗口：0 < t < t_heatdeath，t_heatdeath = Φ₀ / |dΦ/dt| ≈ Φ₀ / (γ + σ_entropy)。 **扩展注释 / Extended Annotation**,F_{D223},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D224,宇宙膨胀-Φ衰减同构定理,统一函数总表/0260-D224-宇宙膨胀-Φ衰减同构定理.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,DIRECT_SOURCE_FOUND,2026-07-11,0260-D224-宇宙膨胀-Φ衰减同构定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0260-D224-宇宙膨胀-Φ衰减同构定理.md,,,repo_formalization,宇宙膨胀的Φ表述： 尺度因子a(t)增长 → 物质密度ρ_m ∝ a⁻³ → μ_m递减 辐射密度ρ_r ∝ a⁻⁴ → μ_r递减更快 暗能量密度ρ_Λ = const → μ_Λ不变 Φ(t) = Σᵢ exp[-(ln(μᵢ(t)/Λᵢ))²/(2σᵢ²)] dΦ/dt = Σᵢ dgᵢ/dt = Σᵢ gᵢ × [-ln(μᵢ/Λᵢ)/σᵢ²] × (dμᵢ/dt)/μᵢ **扩展注释 / Extended Annotation**,F_{D224},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D225,引力B型必要性定理,统一函数总表/0261-D225-引力B型必要性定理.md,formal_existing,D,formal_table,FORMAL_PROPOSITION,MULTIPLE_CONFLICTING_SOURCES,2026-07-11,0261-D225-引力B型必要性定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0261-D225-引力B型必要性定理.md,,,repo_formalization,"引力的B型门控不是偶然属性，是Φ极小点存在的必要条件。若引力为A型，Φ单调递减，大统一在数学上不可能。T33从""冲突""升级为""必要张力""。 **扩展注释 / Extended Annotation**",F_{D225},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,direct local note path or raw source artifact missing,HIGH,True,True,True,prose_as_formula
D226,物理存在的三重时间约束,统一函数总表/0262-D226-物理存在的三重时间约束.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0262-D226-物理存在的三重时间约束.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0262-D226-物理存在的三重时间约束.md,,,repo_formalization,"物理存在受三重时间约束： 约束1（逻辑约束·[D220](docs/zh/functions/items/D220.md)）：Ω<1是物理存在的必要条件，Ω→1=无物理 约束2（热力学约束·[D222](docs/zh/functions/items/D222.md)）：dΦ/dt≤0，Φ单调递减 约束3（宇宙学约束·[D224](docs/zh/functions/items/D224.md)）：宇宙膨胀=Φ衰减的物理机制，加速膨胀=加速衰减 三重约束的联合结论： 物理存在的终止时间 t_end = min(t_heatdeath, t_Ω=1, t_dark_energy_dominant",F_{D226},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D227,退相干-门控退化同构定理,统一函数总表/0263-D227-退相干-门控退化同构定理.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0263-D227-退相干-门控退化同构定理.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0263-D227-退相干-门控退化同构定理.md,C-0495,,repo_formalization,"量子退相干：ρ_off(t) = ρ_off(0) × e^{-Γt}，Γ为退相干率 在Φ框架下： 量子叠加态：系统处于多个态的叠加 → 决策维度dim_eff高 → σ大（[D198](docs/zh/functions/items/D198.md)）→ 高斯门控（连续信息，""最优在哪""） 经典态：系统处于确定态 → dim_eff低 → σ小 → 1/ln门控（1比特，""过不过门槛""） 退相干 = dim_eff(t)递减 = σ(t)递减 = 门控函数形式退化 σ(t) = σ₀ × e^{-Γt/2}（退相干使σ指数衰减） **扩展注释 / Extended Annotation**",F_{D227},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D228,T33修正,统一函数总表/0264-D228-T33修正.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,MULTIPLE_CONFLICTING_SOURCES,2026-07-11,0264-D228-T33修正.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/统一函数总表/0264-D228-T33修正.md,C-0497,,repo_formalization,"A-B型门控面的方向冲突是Φ极小点存在的数学机制，不是缺陷。冲突=张力的制造者=最优点的生成器。原T33""冲突""表述升级为""必要张力""。 **扩展注释 / Extended Annotation**",F_{D228},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,direct local note path or raw source artifact missing,HIGH,True,True,True,prose_as_formula
