canonical_id,claim_class,assertion_type,mathematical_maturity,external_evidence_maturity,replication_status,final_disposition,source_anchor_count,failed_audits,claim_ceiling
NFC-061bd5334eb1ea83,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-061dd1dcd3b26653,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-061dd80bfa9caa93,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-061e155b7bd9257d,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-061e26118413c10b,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0622fb4a37d779ff,IMPOSSIBILITY_OR_UNIVERSAL_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,quantifier_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06285e4362bf9722,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-062ee2ad7cb94d6f,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-062fbce77c16798a,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-063a9ab2c99569cb,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-063f2f3fcb0a1c42,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-064122f3bc47ab5b,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-064572916d9f5b95,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-064705a705166ee4,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06477f78285cd692,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-064fbc19c1cb2b54,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,3,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-06534adf0ae72a50,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-0654d64dd382182a,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_RESEARCH_HYPOTHESIS,1,internal_external_audit;evidence_audit,Open research hypothesis only; external truth and novelty remain unestablished.
NFC-0655e7cba1fec70a,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-065c33ae84ded36d,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-0661006fbaaaa755,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-06630c98dc87acb2,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,2,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0665798ec679413e,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-06739a55c999521f,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,2,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-067471830a4827c8,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit;internal_external_audit;evidence_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-06749f2e7e90f888,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-06783cdcc1523d52,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,2,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-067d30169e6a40b2,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-067da8f905d3dc5c,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-0680d9e47cb28c32,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06852101b67a356f,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-0685fc72b8d42831,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-068793fa591cc7f3,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-069597da7f398431,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-069cb4dbae552c62,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,cross_domain_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-069daf6613174298,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06a4b35c7d5b5474,IMPOSSIBILITY_OR_UNIVERSAL_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,quantifier_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06a7c3849a43727f,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06ab174f416101f0,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;novelty_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06abfb59ee8117d8,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06ad20dbab3ef509,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06b36d78bb272928,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,internal_external_audit;evidence_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-06b6c8200512de4a,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06b9780251335727,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06bb73ba1af71baa,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06bc2a6031bdb303,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06be3d77166da918,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,2,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06c2877c2919e7df,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06c45a1d8caff77d,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06c5c100efd892e0,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06c64008ea2573e0,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06c6fa520f4b06d0,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06c8585a327e4c16,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-06cd519b18d30ab3,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,cross_domain_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06cdaca4d02202d0,IMPOSSIBILITY_OR_UNIVERSAL_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,2,quantifier_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06d4825e447af758,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06d6a221e42c3e78,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06d7b6538a26d70b,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit;evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06d98105f14f11e2,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-06dd191281b8e5f8,PREDICTION_OR_FORECAST,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit;prediction_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06e01d86167620d8,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06e22fdc6d6a2d73,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-06e2c26868e578fc,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06e3a8f48150da38,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06e6311e9dc9a5fa,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06ea5ba18a836bd1,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,2,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-06ebb71d77353bd2,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-06ec84e0e6a8caba,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-06eec05fb580e194,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06f013e990c44774,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06f07756189dfd05,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06f0c6d18f7b02d3,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-06f2381d0a2114b2,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit;internal_external_audit;evidence_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-06f44c49cd36e774,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06f7f93861768439,ONTOLOGICAL_OR_METAPHYSICAL_CLAIM,METAPHYSICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-06f95846b3dd4dc6,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-06fb98defab14567,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-0701e4479daf8ba1,UNRESOLVED_CLAIM,UNRESOLVED,M0,E1,NO_REPLICATION_CLAIMED,HISTORICAL_ONLY,1,definition_audit,Historical source wording only; it is not a current repository endorsement.
NFC-070206fdb07497df,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-070561c1814b29a7,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-07079331a3d4fead,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-070dd01513cd98d8,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-0711dbf59902e9a5,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0719069b163d9e38,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,proof_audit;evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0719ff8622149c4c,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_STRUCTURAL_METAPHOR,1,internal_external_audit;evidence_audit,"Analogy or structural metaphor only; no homomorphism, isomorphism or causal identity is established."
NFC-071a480816fcf624,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-071da14b6dd63a08,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0721af22141c5bef,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-0725921da5930c59,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,QUARANTINED_AMBIGUOUS,1,definition_audit,Unresolved historical or current claim candidate; it cannot appear as current knowledge.
NFC-072d16dcca490e9f,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0732c0328d5366e5,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-073c5c3e9e14eae7,DESCRIPTIVE_REPOSITORY_CLAIM,DESCRIPTIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,2,internal_external_audit;evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-073e9a89efa1c220,UNRESOLVED_CLAIM,UNRESOLVED,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0743164df71390ba,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-07441db1e330ac80,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-07461fe830129702,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,proof_audit,Candidate mathematical statement only; no theorem or proved-result wording until a scoped proof passes review.
NFC-074d9cf7504a21d5,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-074ddc78209f30c9,NORMATIVE_OR_GOVERNANCE_CLAIM,NORMATIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-0754e3321df9a272,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M0,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,1,,"Heuristic or framework-internal reading only; no theorem, causal or external-truth wording."
NFC-0759fb2c92ac8f11,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-075b65ab678cb727,PREDICTION_OR_FORECAST,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,1,evidence_audit;prediction_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-075bb19a28df7330,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,ACCEPTED_AS_DEFINITION,2,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-076f9a738199bc4e,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E0,NOT_APPLICABLE,ACCEPTED_AS_DEFINITION,1,evidence_audit,"May be stated only as a repository definition, policy, status record or explicitly scoped convention; it is not external truth."
NFC-07758e408de84c68,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-077a79f4ad086447,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,proof_audit,Historical source wording only; it is not a current repository endorsement.
NFC-077eac0f1a5d1055,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
NFC-078243158d116e9e,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,,Historical source wording only; it is not a current repository endorsement.
NFC-0782c21cd68e7aba,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,evidence_audit,Historical source wording only; it is not a current repository endorsement.
NFC-0788cfec6f261418,CROSS_DOMAIN_CORRESPONDENCE,INTERPRETIVE,M0,E1,NOT_APPLICABLE,HISTORICAL_ONLY,1,quantifier_audit,Historical source wording only; it is not a current repository endorsement.
NFC-078b0092ac5012f9,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_LITERATURE_ADJUDICATION,1,internal_external_audit;evidence_audit,"Source or literature-dependent assertion only; support, novelty and exact scope remain unadjudicated."
NFC-078cabc40eee1396,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M0,E0,NO_REPLICATION_CLAIMED,PENDING_EMPIRICAL_TEST,1,internal_external_audit;evidence_audit,"Testable candidate only; no causal, predictive or established-fact wording until evidence and replication obligations are met."
